time,direction,bytes,latency,bps,duration,serverTime,responseSize,loadedLatencies
1714533101372,download,1000000,265.5999309046326,546365.7120254079,14646.599930904633,78.000069,1000300,47.19977904768371 45.899954095367434 36.400066856948854 47.20016204768372 39.59999614305115 38.60001714305115 33.40004809536743 44.199924047683716 35.800027190734866 37.900026856948855 42.500017 39.500193 41.900004095367436 44.90004785694885 39.70023504768372 311.80006919073486 259.000006 72.60012014305116 48.29999595231629 40.900026856948855 38.90014109536743 45.90000585694885 48.90009909536743 42.400128095367435 39.000151 44.499985 37.400078095367434 48.500069
1714533115988,download,1000000,168.60014890463256,550708.4747883476,14531.100148904632,80.999851,1000300,36.50009 57.40004809536743 37.30006895231629 37.10011990463257 37.000099 39.90005309536744 43.70019280926514 38.80005695231628 39.59995414305115 38.50009 60.999954 46.40004809536743 43.30009895231628 42.30006895231629 39.80017195231628 36.700183047683716 45.100065143051154 41.20006904768372 40.80006895231629 42.60001690463257 64.39988185694885 36.59983990463257 41.700214047683716 43.10011990463257 43.00012 38.400037856948856 35.80009695231628 35.79990295231629 35.999975
1714533130471,download,1000000,220.500044,556386.7936386177,14382.800043952317,95.999956,1000300,37.79995395231629 66.20008980926514 38.999954 36.500006 37.59997490463257 39.59995414305115 35.20002680926514 34.000015000000005 35.30011995231629 42.10007790463257 37.199975047683715 67.90019285694885 43.400027095367435 36.29995395231629 39.10000590463257 36.60002690463257 38.90003085694883 44.29990295231629 39.80002695231629 42.000069 808.4000668569488 40.60015114305115 39.60017214305115 46.59999590463257 45.19999604768372 38.09992390463257 37.19995404768372
1714533144970,download,1000000,237.10014890463256,555190.159243443,14413.800148952316,80.999851,1000300,36.400233095367426 815.7000780476837 44.00012 36.10004814305115 43.200006047683715 42.500017 41.900068856948856 44.80005695231628 39.399995856948856 34.40021409536743 805.2002840476837 797.000235 93.7999959523163 44.30014095231628 39.80014119073486 41.09995390463257 40.90004785694885 44.79999595231629 40.60014114305115 42.79977695231628 44.59990314305115 41.69999204768372 41.80004819073486 43.999975
1714533145292,upload,100000,32.09995790463256,2790697.675342386,288.09999990463257,256.000042,375,105.29998519073487
1714533146852,upload,100000,29.099801904632614,520018.11011551175,1546.0999999046326,1517.000198,377,44.80014095231628 60.799881952316284 46.59999590463257
1714533148098,upload,100000,36.99990099999991,652068.1265206811,1233,1196.000099,376,42.10019290463257 46.999903
1714533149434,upload,100000,31.50020399999994,608860.280196895,1320.5,1288.999796,376,31.499861000000003 45.60012014305115 46.30017195231628
1714533151190,upload,100000,35.00024200000007,462334.6751006325,1739,1703.999758,376,32.19986104768372 33.000202 37.30017195231628
1714533152274,upload,100000,34.000058999999965,750700.2801120448,1071,1036.999941,376,36.60013914305115 40.20007604768372
1714533154064,upload,100000,42.09999014305117,451153.1339068862,1782.1000001430511,1740.00001,376,37.700099047683715 45.89993309536743 36.70019304768372 32.10000590463257
1714533155362,upload,100000,32.000144999999975,626168.2242990653,1284,1251.999855,377,34.800027190734866 291.39980909536746
1714533179957,upload,1000000,29.10009314305171,599905.9848765627,13402.100000143051,13372.999907,376,36.700048047683715 38.000158 41.299954190734866 44.90009909536743 30.800026952316287 41.499933 33.20001504768372 32.499954 48.59998490463257 30.399993856948853 34.20020204768372 30.500151000000002 31.999983 33.599964143051146 34.899996095367435 31.599932904632567 44.10009890463257 31.100057143051146 40.60014114305115 37.100099143051146 37.99984 39.60000614305115 29.700069047683712 33.29998495231629 33.800047952316284 31.100213904632568
1714533194383,upload,1000000,31.70011380926553,558267.4267695119,14401.699999809265,14369.999886,375,39.59994314305115 45.200006047683715 40.20023504768372 47.39993285694885 36.60001690463257 49.60002714305115 43.100099143051146 37.09997490463257 44.70006904768372 42.200090047683716 38.69990304768372 42.80002495231628 298.999985 38.800213952316284 44.79982995231629 36.999975 38.79997495231628 43.70006904768372 41.30011995231629 45.500214 41.400069095367435 42.200099047683715 42.29987995231629 42.59990314305115 49.70019280926514 288.8000689523163 44.200017047683716 43.899903095367435
1714533209098,upload,1000000,35.7001218092646,547359.5348876619,14688.699999809265,14652.999878,376,31.400232856948847 284.60018090463257 30.70005504768372 36.000078 39.499964 41.300047952316284 50.499882 26.70015104768372 32.40000609536743 40.600046143051145 39.20007804768372 30.90013009536743 45.30002695231629 43.500055 37.700099047683715 294.90028585694887 49.40014109536743 42.60003614305115 32.999922 303.70015104768373 32.79995395231629 46.399911856948854 33.499985 34.60006690463257 36.49995199999999 288.79992195231625 26.90000609536743
1714533224164,upload,1000000,27.600133904632457,534482.0709219796,15042.599999904633,15014.999866,375,294.6999540476837 41.699975047683715 42.30011995231629 33.80002695231629 43.900179095367434 50.89994509536743 46.60006890463257 50.90014109536743 40.30006895231629 37.90021409536743 38.200048047683715 47.19991204768372 49.10019290463257 40.40004609536743 45.200017047683716 44.89999409536743 35.20016204768372 300.9002348569488 39.800089952316284 40.30023495231629 36.80005695231628 40.90009009536743 43.500235 36.30017195231628 41.09999590463257 42.200047809265136 46.000069 42.40014085694885 44.200265047683715
1714533238440,upload,1000000,35.30004395231663,563961.1961046618,14256.299999952316,14220.999956,376,29.700129809265135 42.800120190734866 36.30014095231628 37.700047809265136 41.09992390463257 39.89992409536743 38.400027095367435 50.60012990463257 62.200098809265135 58.79997495231628 41.60008990463257 52.59999390463257 45.39997509536743 45.90009885694885 46.40014085694885 48.60008990463257 44.799881952316284 45.900192856948856 43.20007804768372 57.30014095231628 46.200213809265136 39.90001485694886 38.200213809265136 32.59997514305115 39.50009 47.400068856948856 37.30000595231628 42.500109
1714533252940,upload,1000000,30.399972856948807,555348.3360326745,14477.399999856949,14447.000027,376,31.40012985694885 43.69987180926514 52.39997509536743 50.59997490463257 49.000223 45.10003590463257 44.60019290463257 71.09979814305115 42.300243952316286 50.000286 45.800016952316284 46.80016195231629 48.29997495231628 41.30018319073486 41.79999595231629 44.20004604768371 40.000193 43.000212000000005 41.30011995231629 34.900027095367435 51.40017209536743 42.000069 41.000286 41.999973 31.800098952316283 44.90025385694885 57.79999595231629 45.20020204768372 48.699975047683715
